labels,clean_text_stemmed,emoji_count,has_emoji
0,صفه لطج,0,0
1,ازي ازي فنن حرم شغل عند شمب انز وده عظه عبر لان انس ابن بلد ابن بلد برد ولل رحم يحس اليها سمح,0,0
1,عسل لوم,2,1
1,الل رحم نعم جعل ثوا جنه نعم علي حبه ناس ليه خلت نحس متي ذكر بمم توف لهم اته ردس جنت نعم جعل جير بيء شهداء صلح,0,0
1,جيش جبر 2 شعب يخف حكم مو هوا يخف 3 ان شاءلل كهرباء قرب 4 سعه 4 فيك ترح سجد بدن لقي اسم امن,0,0
0,انت حيه عرف وغر يخت جيب انت كمن وحد نظف خمت وخم عقل سعد ام عصم,3,1
0,ونت نطب مك لحد غدي تمش ونس ان شاء الل قرب ديرو ثنء نتي ويا عكش,0,0
1,ربي معا نشل,0,0
0,اول حكم خيف دول سحل عمن ،لي اي درج ضعف وصل حال رزق,0,0
1,اول لزم حطو حل حجز جزر يلي مرق شخص سلو انت عرب كرد بعد سيد رءس لزم طلع رسم عقب اشد عقب شخص يحك طءف حرض قتل فتن,0,0
0,خبر قرد شاء الل شو دخل انت ونت شو حرق فرن روح نظف طبخ كيد,0,0
1,تخل يكو حال ماا كنت سود,1,1
1,انت كفو,0,0
1,شاء الل برك الل ربي ركل ممل عالخير سعد,0,0
0,مين هالمر بشع,1,1
1,صرح خطه ممتازه، طبق صح يحل شكل كثر,0,0
0,اوف خطه لعد شوك راح بضل حكم تعب كلم حير برح اسف شدد احن بلد خير عطء هيج يصر بين وره حكم فسد,0,0
1,قيد هشم قلب قلب,1,1
1,الل يسر امر يسر امر ولد الا درس ماتوظف ومر شبب,0,0
1,لوء لحق رءس جلس نوب قدم,1,1
1,نشد وحد يبد قسم قسم ربي فرج علي حبو بلد بزف,1,1
0,مني ربش وسخ ذيع,0,0
1,لهم سلم,0,0
0,حكم نفس تيه ماتعرف اشل تصف دول جيس حب,0,0
0,اعند شنب كلم سيد لان حرم احس نك,0,0
1,سفر يكون عند جنس اخر ونس قعد اغل حجه بلد نقل ونس رسي رفع نحب ونس فخر اني ونس,0,0
0,روح الل صعب حيت اصعب علي ساك حسب الل نعم وكل فيك,0,0
0,دي اصل هزق تنح,0,0
1,سحق كرم عطء سند للد وقف عها دول لزم تدي قدر خاص كفل بكل رحل علم دعم ديه ماد وبس نسب سيد قءد بره نظر ثقب وخص وزر ربع علم,0,0
1,برك الل فيك ويا ريت طلع عنا علماء خرع طبق عبر حره تطع انس ان عبر عنه يتم حظر,0,0
1,جنه طلب نار طلب هنء رغب طلب,0,0
0,خسر بلد زين كلت زبل وسخ تاع ولد,4,1
0,قال انج فنن,0,0
1,قرر برد قلب,0,0
0,فحل قصص كثرو ايم زاف حجه وحد نقل لكع ناس كتقر هدش راه ماكاينش منو عقد خزعبل كيحطو وسط باش ناس تقر ومع وقت يول دكش جري بيه عمل اليوم تقر صدم غذا يجك عدي هدش بغي حرم كيسهلووه علي شنو كتستعمل ناس فحا يوم ومر اخر هدش راه ماكاينش منو,0,0
0,ولك انت خر اسك لعن الل يبن رقص,0,0
1,الل الل كوت دوم بدع,0,0
1,ربن يعط صحه عفي يرب,0,0
1,شكل اصل ،واللهجه يفع,3,1
1,اشء لهب صور بره وضح وقع حيط,0,0
1,لله رحم شهداء لبن فجر يرو انا لبن افي جمل لبن,0,0
1,كنو زمن شتغلو زرع خبز طبخ برب كبر ولد جوزو ولد ربو حفد عيش احل عيش,0,0
0,زبل بقا ليه قيم,0,0
0,روح بوس وسك طبع يهد,0,0
0,صبح اقي فالرونديل كيم ملك تاع,0,0
1,عسل يرب ربي حفظ بعد عنه سوء,0,0
0,عين طرق حكم يوم عقل,0,0
1,سلم الل دلنج وكادوقلي سلم الل كردف دارفور سلم الل سود,0,0
0,خبط ادز,0,0
0,حلف نفق تهم حكم كذب سخر,0,0
0,ولل صدق مثل قال لعز نور هدل,0,0
1,جمل قرت سيد,1,1
1,قذف رجل وطن رنب رجل وطن تبع ديم فرح يهن قذف,0,0
1,خطو لكل صحح يعط صحه ورد اما احن جدت ومه كنش عملو كوش كنو صقو طبن بز شعر يحب طبن حمي شعر باش فتش زيدو قبص سمد قمح او سمد عدي اخر فتو رشو ماء غلي زيت,0,0
1,حتي قنه سحق وسم شرف تحه لكل نسء نسي جبل بذن الل حقق جنه نسء عفف نظل بكل عني كلم صبر زاد جمل تره الا عرف عني جمل,0,0
0,وين رهو جمل عند جمل قاع طراش حجب,1,1
1,بور توجيهاتك,0,0
1,يحظ ندي يكم اثن,0,0
1,ماشاءالله اعل ارب فخر فيك الل يعض فرح بنت جهد,2,1
0,ولس حمر يعط صوت نخب,4,1
1,انا شهد انك سيد شعر فضل,0,0
1,ثري ثرا وهه ان تسو سفح قمه الل رحم غفر ويس فسح جنت,1,1
1,سيد شجع بلف رجل,0,0
1,جمل ريت لبس عرس زفه لبس قيد بطل عمر ختر,0,0
1,ندم ركز معا ونا غرق صوت وعن,3,1
0,اول قحب جلس نوب حاش شرفاء,0,0
1,عند رضي دهم وقو بدن اشي جدد صلحو همو وجد كثر الل خيركو,0,0
0,خلل خوش خلف قطع كله فخه صلخ فرح نظر,0,0
1,ولل يابوطلال جنه صج ندي ييخ متع ويد حلق احل قلت عدم صوت كمل جمل اغن دوتو رءع جدا,5,1
0,تبن دير بحل عجز تخل دير لمر ولد لخر دير راس باغ غي خير سكن,1,1
1,الل سعد سعد,0,0
0,بلل متل تبع حسك,3,1
0,هذي خلق تصه انت مثل وعو علي حدد لحم راءيل,0,0
1,لتج كله لحب,0,0
1,جودج انت الج شكر قدر ربي علم,0,0
0,عشت ايد اذا مو هيج ماتتراجع عصب سود يكون ويا عصي دني جماهير اقي طغه اذا كثر جبي شرف دول علي نهي,0,0
0,شبه ميخرجوش قان لحب قيس سعد عملولو طبع جبينو,0,0
0,مايستهلوش ظلمو سلم صحف عند عفن حقد ماخلاوش سلم خدم راحتو مره حقق فوز دكرو درب قدم عدن نكر علي انه كون فرق مهم حمد لله ربي ماخيبناش سلم يجب لقب,0,0
1,الل سهل علي حنا راه عكس فين كنشف دول عرب تطر زدهار راه كنفرح,0,0
0,انت مغص رءس حمد شرع مش عجب روح نطح رسك حيط زلم عدو عم شغل بعد احد عطا صري دول نفط غاز برح رجلعو حجت سخر انا ارح حطك علي زمت وقت نظم جحش اكد كنت ءيد هلق مش عجب حكم سلم,0,0
1,ارد ورا رجل اما حنا بلد نشم ربي بعل سمه يدم علي نعم امن امن,0,0
1,بسم الل اشء الل ورد ماشاءالله صحه فرح ربي حفظ,3,1
1,انا كاصحراويه بنت علو نبت حرر شرق وار الل وطن ملك طنج علي كور غلي برح بدم نفد بلد غرب,3,1
1,شطر فنن امم,2,1
1,طبخ لحم غلط اول طبخ لحم نشل زفر بعد نحط بهر بصل هب هال,0,0
0,الل حتي متك ندا رحم الل شله هبيل مساطيل عبس قرد,0,0
1,خبل,2,1
0,نقولهالك اخر سرق عيش حرم حاربو ربي مش بعد صلو سمي صف اول اضف علي نتج نتع صنع بن ڨرن احس نتج خدمو بيه بعد,0,0
0,طقع بلد,0,0
1,ربي رجع لام سكن قطعتل قلب حتا انا وحد ربي يحفظهالي,0,0
0,ولل علي شو شو انجازاتو كله غلء غلء فسد رشو حسب,0,0
1,بعد بلد وهل بنت يلي وقف جنب تجن حور هرب جنه,0,0
0,بتج وحد جردو بلا خلق نشر بسم سور,0,0
0,فتي عرض عند هبل كمل مقديتش حبي,0,0
1,كنعاود نقل مره اخر كوبل ديل رنل زون بزف كوبل هدء عندو نضج كبر اشي سجم بعض حتي هدر ديل رغم بسط نعم علق ديل يهش سطح كلش طبع بين,0,0
0,ولد نيل اصل شهر ضعر رقص غنسس,0,0
1,عاد الن عرف انه بلد تبع شور يدو حقه فخر وال صدف انه يمن زاد فخر ولل,1,1
0,ولل انه فشل,0,0
0,بعد جاز عقد وسو ءمر صحف تهم حزب الل وضع صخر طرق وجا رامبو وسو ومو زلو اصب ذهوول,0,0
1,لهم حفظ خون جواسيس تربص شعب ونس,0,0
0,فشل سلط,0,0
1,حلو,2,1
0,شبهو سلك تع روف يجد وسخ دنا,2,1
0,حيل عقل اشي فيد وطن,0,0
0,الل نقم منك حطه لعن الل لءك وعل ربك,0,0
1,حرم ناس وجد خيم يوم عم قدم شهداء حرم امه شهداء حرم شبب وقف هالبرد شان حمي حقك,0,0
1,اعل وكل عام ونت بخر,1,1
0,تقد لحس خزي,0,0
0,اشخ تنل زهق كلم هبل دول,0,0
0,صدق حله كنه دول عظم ناس وظف عند غرر مو طبع غلظ فظظ سمج,0,0
1,حبب قطع مره مره دايم عقل حور عاه لقء الل نفع علم,0,0
1,ومد هدرو برك منقارنوش روح عاه بعد حال,0,0
1,ليش لان بدء نسي وفق دين عرف,0,0
1,الل يحم ارد ومل غلي قلب جمع يحم بلد سلم,0,0
1,شكل يلي عم حكو شهرو هنن شبب سور نفس وعم عممو فكر علي بنت ريم ستر مسل ستر الل يوم قيامهولو صرف بنت غلط ايع نشر فضح انت بكن عم تسء سمع بلد وبن دكعم حقو ليك وكم شهد اخس,2,1
0,بين ڨمم تعن,0,0
1,اعششقكمم سعودياتي,4,1
1,خطه الل يعن,1,1
0,منه زعل بدل كحل عمت ستي هبل عند كتيرر رفع,0,0
1,تحا عمي تبن حبو حنا ولد ولل اني فاد نحه بطل سير سكن قطع ارض ،بصح الل غلب بلد عزز ريس اعز,1,1
0,تفه,0,0
0,رتح عدي كله اهن احل غلي,0,0
1,الل نصر لحق وهل لحل سيس فضل,0,0
0,شبعتو كرنفال قرط,0,0
1,حمدلل جزءر يد رجل تحا جزءر حره قله رجل نسء الل رحم شهداء,7,1
0,واش خبر قلل بلد بلا احس فاش تيج برا تبغ هضر هجتو غرب يتو حتي عرب,0,0
1,تحا بنت بلد ميبغيهاش يمو خبش,0,0
0,اخ طرق خلع حنك مهو مد ايد قولول حقق انس جد قهر اخي خترو زوج تخف الل ركو جمل,0,0
0,تغر اسم لبو لهب او جرجس مش عيب حمد لحد,0,0
0,انت صوت شكل جتك نيل مش عرف سمع سمع ازي,0,0
0,نجس وسخ روح ترش,0,0
1,تحه علي وزر,0,0
1,حبب ثلت قمر ناس تغن قتش نحز سمر شرط نعط قلب حسد كوي جمر عين يحم حبب حبب ثلت ورد جنن باي شيشخ علي فرد عصم بنت رجع ولف فرق حكو علي فات حبب يحن حنن تلق تعد سهر عذب هجر حال فرق رجع ليم عشق ديم ينل ردا للت لبن حبب ثلت شجر اذا هبت ريح تكي ورق ورق ادو جرح,0,0
0,انشاءالله حتي هوم قصو يوم يجو عشر ظرف شهر,0,0
0,نفق كلب رزق علي حسب اهل غزه,0,0
1,سقط شجع الا خين تمت بطل الا غدر جبه وحد علي هزم نصر,0,0
0,نعل وجه قع,0,0
0,عمل قرش مول داء عمل وين مول ترك بنء طار قال خلص ثلث سنو افي اي نمه فسد وجد فسد وجد,0,0
0,كلب يبي كلب نبح زيك,0,0
1,شاء الل الل وفق يزد عسي ربي جعل سعد عز عز نصب علي يرب بصح وعف شر,2,1
0,ولل فخد شكل لسه طيز عم وجع صبه اعد قدر حمل لهك زحطو,0,0
0,نصب تعو خله صغء نقل شكل وطن طرح ومن قلو جهه خصه دره شكل جبل غمه بخص ثقف زيد الل يذل حمر بصح الل تخرج دشر بهم,0,0
0,كلم تحر شوه شرع اقم ثور كله عمل مايتعملشي وتا رجل كله فرج تغب ترا نسء يحب حرب علي ونس هبط شرع وقع وصل جمع دقن حنك ولل وحد لزم جند نسء علي هبط شرع يكون احس,0,0
0,ان شاء الل بحا ماتشوف سلم نكر جمل,0,0
1,عشت ايد ساذ حسن انت انس رقي وطب اسل الل علي عظم حفظ,0,0
0,كثر كذب حقك عاد دعو قنه جزر حلل رجع تبث غرف,0,0
1,جهد برك حرم فخم رءس,0,0
1,الل يعن حمد شرع ولل عظم وين بدو ظبط ظبط طءف خرب دمر دين شعب فقر عتر,0,0
0,وصف نصب سنج سايكوباتي، رغب حصل علي يحق ابد لعب نفس درا شخص رجس عقد ان كون يدر حول شمس طلع اجل فقط ان نسء علم نفس عرف,0,0
1,لبن الف ثقف رقي نسيش قمر انت,0,0
1,يخي حلك شلل قده نحب,3,1
0,تفه ووع هالعاءله كله عيب شوم شو طءف عنصر,0,0
0,شكونهيليمتحضرشواشعندهاحصانههاديغيميكروبوتستحمرالمغفل,0,0
0,لحل لقو بلل علي عظم وحد مش قدر عبر حسس بشع يحس بيه هذم عدل صح فرض عدم علي ملا مش غطي وجه كانت وقع نقل ستر الل بقي ورب يهد صلح حال جرم قتل شنع جرم حق جمع حسب الل نعم وكل الل يلع دنا وخر حسب الل نعم وكل,1,1
1,ولل انا دخل تحف حجه زهل صرح طول اليوم بلف تحف جبت اخر عظم بلد,0,0
1,احب قطع جدا تبع شرح كتب متع,0,0
0,كانت لبس شحط اجت هالافكار؟,0,0
0,طيب طلع عشرع طلب رجع اسد دعس علي ولي شكل شكل دهم حدا يضل دعس علي صرم فضل,0,0
0,رقص,0,0
0,ركك يبن قحب,0,0
1,حضر ذيع جمل ومه ءدب عمل ضيف سمع جيد برك الل فيك,0,0
1,يرح رزقج زوج صلح عمر,0,0
1,دعم سرع او تبق شخص فقط جيش شعب وطن خون,0,0
0,كين ماف قدك هبل,2,1
1,نظر ارع شكر علي نشر,1,1
1,اهل سهل فيك لبن شكر عالزياره وعالفيديو جمل وهك شجع يخف يزر لبن يدو جمل كلو طقه يجب وما رءع شكر ءلء تبع لبن,0,0
0,كله عرض نفق علو شيء لكل لبن نفع لبن يكف عهر,0,0
1,بصح علش زدت كلم نقيهووعلاش حقد كين بنت ولد بلد,0,0
0,قضء ويا وبالدليل كعد لعب بكف,0,0
1,اهو رجل وطن وهم حبش رجل,0,0
1,حفظ الل ورع,1,1
0,هءلاء وبش خون يرد فرر شعب سود وهذا ضمن شرع فكك صلح دول خمر وبو نجم,0,0
0,طرق لصح انك خرس تسد بوز شو دخل,0,0
0,حدش جيب ورا فلح,0,0
1,شكر علي وطن وعل وضع وكل ورا فخم رءس,2,1
0,يخي هوم شكن جاب محل دخل فتح حدد عرب علي مصراعيها؟ وشك سهلل عيش جوز قان نس؟ وشك عطا كسب حقق ونس نفس عندهمش هم؟ اخر كلم وحد ومر وحد رءس هور تو كلهم كونو بلد ظرف شهر اما عرفش علش رءس غزر كت، زعم عاجبو حل؟,0,0
0,رحل فرق بلد طلب شعب بلد حمل سءل تحم موش ونس خطر دهم علي بلد حيا ندي يبب بحر شاو طال رنس كلتل ثرا,0,0
0,علي اسس انت شار زين بيج علو,0,0
1,سيد رءس فيق الل رحم ديكحط هلم جنرال وعط صلح سين امر سرع وقت,0,0
0,حكم طغي بهم حال,0,0
0,امر شعل فهد وسف حولو دول كوت قره كوت,0,0
0,بحل اعند عقل تبع عندو عقل واش زبل جاي كايتبورض بلد مني تقل اح تغت تول بغي تدر فتن خرجو حنا ارض نخليوهال باش عجب حال شيو قودو سير تا نتا معا شيا بلا رجع,0,0
0,اذك احس حل عملو يعط صحه هوم مره جاي ونس نقص شكل احن رجعو نين جاو,0,0
0,لعن الل انت سيس تبع وكل تبع,0,0
0,وهم ودو يمن الا ان رشد يري خين عين,0,0
1,يري كاع بنت بحل فخر كمغرب تال ربه خلق,1,1
1,تحا رجل بلد رجل بكر ودر,0,0
1,يحا قيس سعد ونس عزز رجع ورء حسب اغر الا حسب وخص قيد نقب طلب شعب دخل جنب ونس حره سيد قهر خون فسد نهب رهب,0,0
0,شنو حجب هزء دين علمود امم لبس حجب تطع امر امم تطع امر الل سبح تعل يشر,0,0
1,سعد هام سحب اذا بغت احد يحد,3,1
1,يدو زون عفي ان شاء الل زيد تلق شوفو يدو وعر انا عند عتب بغي رجم مره جيه شو يقل علي,0,0
0,امك كذب يبن هند,0,0
0,نعل ابو اير لبو سور,0,0
1,ولل هبل الا ليب خنه وضع بلد خلو مصك احص,0,0
1,نظر شرح خطر هءلاء بنت بلد دين حشم علم حضر حقن ان عتز فخر,0,0
0,شفن تخو سوت امر بقي كلب تكل,0,0
0,حتي قلك وري انت بغت تعر علي خلص,0,0
0,انت مشي راء انت ذري مسك راه ديرل قيم جاء قلك سرو فهم سري زوج انت مرحتيش دار فيك ثيق هدل بيه حشم بطل بلع خله ستر,0,0
1,ءبر مهضووم,2,1
1,عسسل داي حضر قبل جمل ميز لقب فنن حقق حب ناس الل قبل جمل,6,1
0,كذب نفق,0,0
1,رجل خبر شرو ولل انه عيب وين عقل فكر مواضيع عيب فعل اي اي ترب بنت كمن ناس مش,0,0
0,مانخرجو مانلقاوش شنط كبر خدمو خمس ناس عرف وقا قدو وزد فحو حقق تلق قال نسء خوت وزج قعد دار رقد ونجو وتس فتر نتع لار دخل شرع سيب همل غشش خدم خدم نص نتع خمس ميه نص شرع خدمو شعب خلص طرق كسر غرق وحل خسءر يوم علي سير ميكانيكي سبب طرق هرء وره اشي فسد وطن خلص,0,0
1,عرس جمل الل يبر وعد قلد عرب جود كرم نعم قرح وكل قبءل ليب كرم اخو قبءل ارب يمن,0,0
0,هه زق زلم,0,0
0,زرق جرد,0,0
1,نعم الل قوي تين مكر مكر الل ولل خير اكر,0,0
1,افي غير سحق يكون اول بكل تهل,5,1
0,شعب نيم كعد شعب كعد كعد كعد اشت بعد نيم يمت كعد تصح كعد ولك خلو تجد كعد ملط كعد كعد سكر كفي نوم ككععد,0,0
1,شعب يرد حكم بدن حصص حزب كفا عبث حزب ناس ترد حيه كرم,0,0
1,ربي رحمو رجل نزه حتي عندو غلط ناس لكل غلط ماسرقش خلش دار ماخلاش درا ومت شعب جزير بكه,0,0
1,قدر اي لجء كبر صغر رجل يهن طلع ميت امه سفف ترب اوع ردد صعب صعب فقر,0,0
1,اشء الل برك خلق عظم,0,0
1,رجو منك ان كمل خطب كمل قبه رلم نهو كلم وطن حر لكم جزل شكر قدر حرم,0,0
1,الل يبر راه علم يشف فرق حرم عمي طبو,0,0
0,فضح عرض اثن دمرو شعب,0,0
0,خرس لقط,0,0
0,حيو احن لدن خضر جوي علي عدي ضرب دور كمل باش لحق ونس برك,0,0
1,الل رجع لبن كانت,0,0
1,الل يبر ورد هزه ورد ربي حفظ عيش,1,1
0,ناس وسخ فطر,0,0
0,شطر جعجع كتر حكي قرفتو,0,0
0,فسي تبرج تعر زوج صلح ماتصلح عفن خسس,0,0
0,انا مابعرف هالخدامه عيش معك جرد انك صطبح يلم رعب,1,1
1,حرم قدر قءد عاش رءس حمد عبس ومز زعم قءد,0,0
0,سيس قذر صحو سلم كله ضيع وقت لتش فكر لحق,0,0
1,وفق,0,0
1,عشت ملك غرب شرف طنج كور نصر الل غرب علي عدء,0,0
1,ولل احد خيف عالبلد تلك رجل حر ابن حر دعم يجب علي حكم رشد صدر بين عرض علي قرر كنس وعل سءل شرف ان صدر لهذ قرر جحف بحق سيد ارد علي رضي حمي الل ارد قيد ورض شعب عدي,0,0
1,جيش شعب بره,0,0
0,سقط وزر كهرباء,6,1
0,صور فسد نفس نهي مابداخل,0,0
0,حلق شنب لزم دخلو ابو سجو,3,1
0,عرض ضري فكر هه,0,0
0,تدع نهم شرف نهم فعل اسا عملاء خون,0,0
0,سلف قدم تعد سقل هدم ولد جرم,0,0
0,بذن الل درك سفل نار جهنم بءس صير,0,0
1,سعد هيم اقصر بحق لسط ومن فلسطينيه حره جهل شكر حرم قدر جهد جبر ونس تحك عنه اهم نقط انه مره ربط لسط وهد يمز بقي دول,0,0
1,صح الل لسن وبد اذه مها كلم جمل كلك ذءءق,0,0
0,نجح اه زلل شعب سلخ جلد كمن وطن لاهيترحم حي ميت,0,0
0,مو اول ليك كلم قيم مين شاف رنس,0,0
0,الل يرد بنت عمت,0,0
0,مشي رءس حزب سياسيهذا طبل مرتزقلكنه صمط,0,0
0,بجد ولل انت ميه ميه ططبيل,0,0
1,انت جمل وطب بجد يرب رزق حجب حجب رضا ربن علك وفق حيت,3,1
1,احل زين قدش ترب ورد عءل,4,1
1,ربن حفظ شيل علم كله هيلاق نين نين بجد,0,0
1,تهل وسم لكي الل وفق لكل خير نتم تلق بشر ان شاء الل انت فخر غرب,0,0
1,الف الف برك لبن وطن,0,0
1,كثر ليب عند عزه كرم,1,1
0,شو دخل عرض جيبو خبر اله,0,0
1,كانت حله يوم سبب صارلاءهل صبح كله همم وحز ربي يجبرالخاطرويعوض خير,0,0
0,معنديش خوت هدك اخت حصل قيم رضع بغل وحط يدي رجل لقت بزعع قتل تحب عنف قتل نمت زكم,4,1
0,نهي صعب بكس هار,0,0
0,جعل تكون سعد خلص مواضيع ارض نشف سعد عصي قشط,0,0
1,كلش خوش حلق,0,0
1,نثق قيد شعب,0,0
1,طبع راه نصف جمع جمع وهي عول بنء نشا صلح فيد جمع وكم قال شعر الم درس اذا عدد عدد شعب طيب عرق ءمر هينجح نكد عدي هه,0,0
0,قلل ادب انت ماتسويش تعر امك وبك ماتحشميش حتي كنو قرء اهش عيب فقر عمر ولك عيب حرم نكر خير غدو رجل يول فقر تسم سمح لزم علي هذ رجل مايديش وحد كيف نني تكبر دعو لشر ولل لحق كبر عده الل,0,0
1,الل كبر ، لحم يشك وجي دمع سمع نشد بلد فكر عمي وجد الل رحم شهداء,0,0
1,عز ونس مجد تحه عرب طيب ونس حبب ورض برك,1,1
0,شبع خزن كذب خرط نهي كشف وحد حقق,3,1
1,داء فكر ننس ابد ربن يشف ويعافيكي رب,0,0
0,اه منك خلبوص عقل باز فند حمد جمس ارع فهم ارع بلل,3,1
0,لعن دشر,0,0
0,هول ندس عرف طيز خونج,0,0
1,الل حفظ ملك ديل الل حفظ خزن ديل الل حفظ غرب ديل ولل حفظ غرب كمل فين كنو علم,0,0
0,يرب احرم شخص ان الل حرم صحه عفي جعل فلس علج كفك الل جعل تتم نوم تلق,0,0
0,بنت يلج لفت نتم يقظ يوم علي ان 50 عام ضيع لير علي بوليساريو لزل صحراء غرب رزق ندف جمجم تحف,0,0
1,ماشاءالله الف برو تهل بنت وطن كنا نبي وصل لهم حمد جعل ديم فرح يرب,3,1
1,حفظ بري حفظ ونس خضراء,0,0
1,رفو يكم جوء كثر ريع اخه غرب مصر رحب,0,0
0,ولل افت شعب نفق سذج كذب عند بدا,0,0
0,ونت خلك طوبز,0,0
1,فعل قءد عظم,0,0
0,فشل ولي كمل درس واه خذا شهد شغل هذل مفاضيح,0,0
0,دود راح عند لبو لبو جمع,0,0
0,قبح الل وجه يلا يوم بعث,0,0
0,يصل سفل نبح اهد ايه كلب,0,0
1,ولل رءس شرف برا ربح,0,0
1,خطه حبب الل يعط نيت,0,0
1,دلب غلي علي قلب الل حفظ وهل كرم,0,0
1,احس ولل سءل طفل حلو راءيج,0,0
0,اقل طبخ كثر,0,0
1,سلم كلم ايل لحب وعب عقلاء,2,1
1,فضل ايم فضل جند,0,0
1,عاش جنب عرب لحر,0,0
0,صرح نسء دي سفز حقق,0,0
0,امن قيم وجب وعي وطن لكل سكر منع انا سقر ضيع علم راك تسا رحل,0,0
1,فيش دره بلد نجب ناس تدر بلد قعد فرج علي علم صنع صحه فيش حد بلد عند ضمر خلص بلد نهض شعب فضل امت الل شكي,0,0
1,هام علم سعد,0,0
1,نسل الل علي ان رزق قيد وطن نصح تقد بلد قرر سلم عدل نمه,0,0
0,كلوج كول,0,0
1,احس علش فخر شبب غرب انا احب الل ، جمل قلب قلب تحب خير جمع وهي حبب فلل حفظ ينر طرق كنفتخر بيه حنا غرب كمل,0,0
0,عدد زيد كبيرر عمل طله قسم ولد,0,0
0,مره وحد قالتل بكم لني بيض رفض اسي تان تفو علج,0,0
1,دول صلح سيد قان,0,0
0,هدو جيع خمس,0,0
1,دشرو تحك بده افي رقب علي كلم رقب الل,0,0
1,احس قرر الل يعز دول,0,0
0,كايجيبلي عصب فقص كونسير الل عندو خرا رسو اشد نشف هادالفيديو,0,0
0,كلي زق طعس,0,0
0,موسطاش عاش رجل ومت رجل مجد خلد شهدء برر,0,0
0,الل قرف بهالخدود ولك رغف عجب ولل مو حلو حتي طبع روح نفس,1,1
1,لهم غفر رحمه، جعل قبر روض ريض جنه، رفع زلت بيء صدق جبر قلب احب فقد رحل جسده، وبق اثر كلم طيب شهد,0,0
1,لفت سير قدم امم,0,0
1,بصح فخر,0,0
0,كنتم سءل خرج هضر ناس راه هدش اثر بزف علي ناس نفس عيش رعب عارفينش شنو صير اصل شنو كيوقع حق ناس عرف وضع حقق تكون عده نفس علي اقل,0,0
1,بنت رقق عسل,0,0
0,فسي اعجب طعه زوج,0,0
0,كتبرد علي ءخر شرف هرم,0,0
0,سمح لسط يحك رضي تخذ قوه، يلع ابك علي خلف نطق اعج,0,0
0,فعل فتن حسب الل نعم وكل,1,1
1,يعط عفي علي ماتبذلونه جهد صرف حصل عاي ركز جرح خصص صرف ماعهدناه علي شفي دول خدم كمواط حضر علي وعد وقت نظر دكتور 30 دقق قرب بعد تغر وعد شهر قدم ،اقدم شكي وصل رسل تم حل شكي ؟,0,0
0,قلم سكس,0,0
1,كلت بيت روح رخص يم وطن عرف انه ذول ناس تهل حكم مو جاي خربو,0,0
0,لزم عدم شنق,0,0
0,الل طعم عدم سعد شو نقص,0,0
0,لزم امن خرج باستمرار ينب علي خدم يسك سقط عندهمش ضمر الا حكم باش فهم,0,0
0,قشم بلل نكو ريض سبب هوش كرس كمل عقل,0,0
1,جمل سلسل نوع دي عده بدع ودي تنع دور داي شخص بتك خلف انه كفي كيم بين جمل ثنء,4,1
0,فعل ءثر نشر هيل جدب,0,0
1,اول رمض بدن امي حبب ربي رحم يمت يسك فسح جنت,0,0
1,خلي علي رهم قع خلصو كفه راه خلص,0,0
1,عشت دول امر عرب تحد قيد حكم شعب,2,1
0,طزز فيك بزج,0,0
0,اي ولل حقر زما اقل كلم وتم حسب اخر احد نبه خبث حقر,0,0
