clean_text,labels,dialect_id
القصر الكبير تستعد باش طلق علينا زينها الحمد لله بعد كل الظروف والقدر الذي اصابنا ستعود المدينة للحياة شكرا لك يا ملك انت فخرنا .شعارنا الخالد الله الوطن الملك,1,7
انت عارفين ردها شنو خشم كعب هديناها لكن لا تهتدي الا اذ هداه الله اتركوها الكتاب كتابه والقبر لوهدها الحساب وان كان نار لوهدها ايضا مع ابليس شياطين الانس والجن,0,10
كانت حلوة واليوم بسبب الي صارلاءهلها اصبحت كلها هموم واحزان ربي يجبرالخاطرويعوض خير,1,6
النضال البطولية المناضلة الدكتورة هنادي رمزا للوطنية والصمود,1,10
يعجبني اوي الانسان اللي بيقولي بحبك من غير اسباب,1,4
قصده الحلاب كل مره الاستغلال من اجل مصالحه واللي بيوثق فيه رايح من صيد امس,0,2
هيام الفيديو واعر عفاااك بغينا مقلب عفاك,1,7
صح لسانك ورحم الله الزعيم الصالح,1,13
ماشاءالله تبارك الرحمن الله يبارك لك,1,9
اهم ناقل واجود ناقل في السودان وبتمني ياخد حقو في التطوير والاهتمام هو السكة حديد ❤️❤️❤️ لانو بنقل اكبر كميه باقل تكلفه والتحكم واعظم في الوارد,1,10
تحسو واحد من الشعب ماش رئيس يهدر بلغة لي يفهمها الشعب عندو لسان يلجد ولا يبالي,1,0
كان انتي كلبه تحصلي كلب,0,6
شرف تفضل طال عمرك خذلك علي اية عاد الله يرزقك بس اكو فد شي ماعاد عرفنا هيا فاشنسيتا لو مذيعه لو مندوبه تسويق واعلانات لو شنو يا اية اني خايف يجي اليوم نلاقيج ترقصين يا اية,0,3
ههه يلا اهم شي انت يا سلتوح مقتنع بكلامك,0,9
اسحبوا منها الجنسية السودانية بس اصلا هي ما سودانية ولا تمت للسودان بصلة,0,10
مشا الله ايه من الجمال قداش عجبني جمالها,1,6
االعنت الله علئ ذي تبعوها وعلئ دقونهم,0,13
جحش,0,8
اي انوثة دي بقرة ولا جاموسة. عجوز عمرها 75 سنه ولاتستحي ولاتخاف من الله. لا وتقول عن نفسها حجه ههه,0,1
اصدق منثة علي الميديا في نقل احداث الحرب بدون مظاهر كذب وتلفيق شكرا ليكم والف شكر لله ولجيشنا علي هذة الانتصارات المتتالية ♥️♥️♥️,1,10
الله يكسر رجلج انشالله و راسج هم يا خايسه,0,2
الام هتفضل ام,1,1
شغل شرمصه,0,5
ياريت تتكلم عدل نفس كلام البحرينين الاصليين لان احنا مانتكلم جذي ، هاذي كلام البياسر وشكرا,0,2
ههه الطائرات تع ليجووي تومو جيري ههه نسلفولكم الطائرات الجزائرية بيه وجيشها ارجعولكم سبة ومليلة ويخرجولكم ليهود وتبقو مستقلين,0,0
يا وليه احترمي سنك بقي واستغفر ي ربنا بقي علي اللي فاتت وكفاياك متاع الحياه مشبعتيش,0,1
فعلا مؤثره بنشر الهيل مجدوبه,0,11
هذا واحد متلون منافق . بالاول شتم حماس وبعدين طلع اعتذر . الان رجع ركب الموجة الجديدة ضد حماس . يا عيب الشوم علي هذه اللحي بس,0,8
اني مره اتخيلت انس كاعد كبالي واجاوب عن اسالته والي صار بحياتي فعلا اسالته تخلي الواحد يحجي ويبجي لحد ميكول بس لان يدخل بالعلاقات الاسريه والام والاب الطفوله واكثر الاشياء الي تاثر بحياتنه يااا ربي,1,3
حكومه كفاءات مطلب شعبي وديني ووطني,1,13
الحلابة لي تهدري عليهم اغلبيتهم سيليباتر اما انتي وامثالك متزوجات وتبعو فالبراوية وديرولهم قيمة,0,0
والله ي عموري بتبالغ معانا عديل ياخ قريب شهر ما تنزل لينا حلقه يازول الشغله دي كده مابتجي انا لو عارف بيتكم وين كان جيتك انت والمسطول داك ههه وكمان شغال تعلق مع عمر الارموطي عليك الله اظهر والله انت لو شفت الما قرو وصلو وين في البلد دي! قاصد حميدتي ماف زول غيرو وصل في البلد دي,1,10
يا الله من شدة فرحتنا ولادي من لما عرفوا وهم بدبكوا و بغنوا و بعيطوا من الفرحه واو جد واو,1,4
الفلوغ واعر بزاف و الله شحال ضحكت ميمكنش و كنبغي نشكر هيام وعلي علي هاد الفلوغ ❤❤,1,7
نشتي لنا سودانيه سود يشتغلن قرعه خادمات ههه يبعدن الاعصاب,0,10
بناتنا بنات الجزيرة العربية حفيدات الصحابة والتابعين بنات مثقفات متحضرات واعيات متربيات علي القيم والاخلاق والستر .,1,9
هذا كلبي وليس شيخي,0,8
بلعكس مهما حولتم تحسنون صورته يبقي طاغية,0,3
في الحقيقة رئيس البلدية داير خدمته برافو عليه,1,7
بالعكس بالفرحة شوفوا نتوما ملك نتاعهم قاعد يمارس شذوذه في فرنسا هل ستلغي معاهدة جدكم ليوطي,0,7
ملي تخلي جدك في الصالة مع الضيوف,0,7
تحيا الجزائر المجد والخلود لشهدائنا الابرار,1,0
انت براسك منهم كديري اشهارات للكورة لخرجات علي امة وخلاتها حالة فمها انتم خاصكم غير الموجة علاش تركبو لو كان فيكم خير لما اشهرتم اشياء لا تفيد ولا تغني الامة فقط تسمم عقولهم,0,7
يارب يامن انت مجيب يارب العالمين ياارحم الراحمين يارب العالمين اللهم اجعل هذا البلد امن سخاءا رخاءا وسائر بلاد المسلمين يارب العالمين يامن انت مجيب يارب العالمين,1,6
ايييوي نايلية وافتخࢪ,1,0
شوف الشريف فين والرئيس مات ازاي الله غالب اللهم فك كربه وفرج همه وهو وكل الشرفاء,1,1
طلع لي قبل فترة بالاقتراحات انسان جدا مميز وراقي,1,9
كفاكم كذب ونفاق . انهم اشرف الناس,0,5
ويه بل مدرسة كيوتت,1,3
اودي اخرج الله يخرج عمرك,1,0
مالهم مفزوعين سلاماات,1,13
لا تهزي بدنك ولا علي بالك اتركيهم لله,1,11
ان شا الله يفتحوجميع المطارات ولمنافذ لتجاره والسياحه والمسافرين المغتربين يسافروبيسر بالتوفيق ان شا الله,1,13
عليكم غضب الله ولعنة يا حثالة,0,8
الكويت فضلها علينا ماينسي ونحن شعب ماينسي افضال اخوانه شكرا الكويت من قديم وجديد,1,2
چا لعد شنسويلهم خوية المستحة نعمة متنشري,0,3
ما بيضحك غير الحمير، الضحك بدون سبب قلة ادب,0,4
انت من بدء ينحرف هذا طعن في الظهر حتي و ان كان حقيقة,0,8
الرسالة دي مفتوحة الزمن يا قلبي انتي♥️ واي زول بيشوفها في الوقت اللي مقصود ليهو انه يشوفها. لانه مافي شئ في الدنيا اسمه صدفة!,1,10
ولاد قحاب يارب هذو هوما لي غرسو التخريف. والتمزيغ حتي اصبحت الجزائر تعيش اسوا ايامها,0,0
انعم واكرم تستاهل كل خير اخي الطيب,1,3
افضل اعلامي,1,9
كل فلسطيني حر و شريف يعتز و يفتخر بي عائلة نزار بنات و نقول انهم فخر لكل فلسطيني و عربي ،,1,8
وقحه حد الوقاحة.,0,10
راه كاين مصنع في الولاية انتاعنا في المنطقة الصناعية لسيد بن قرينة فتحي خدمة مشاءلله,1,0
واطي ابن واطي,0,5
كل العلمانجيه والتسونجيه والملحاديه حسهم عند التعري فقط واستباحه جسد المراه بكل مكان وزمان ماتحت السرة همهم لاتعني لهم المراه كانسان مكرم وعزز ومضطهد هذة المراه المظلومه المقهورة لاتعنيهم اهم شي يريدونها عاريه هذة شغلتهم,0,10
تلايطي؟ فقراء حتي بالثقافة وبالمصطلحات عشان كذا مضطرين تسرقون مصطلحات ماهي لكم اصلا . خليك بالرمسه واليوله قال تلايطي قال,0,2
هم خربوا ليبيا زي ما خنبوها الفاسدين اللي تا غير هم عيلة وحدة توا 20الف مسؤول كلهم يخربوا لاخير في عمه ولا شريكه وفي الاخير الله يرحمه,0,6
شكون يسخن علي وحدة من محارمو,0,10
كل الشكر والتقدير لمعالي رئيس الوزراء,1,1
سد نيعك انت يا ks,0,5
ليش يا الرغيف العجيب حاطة للبنية العسل فيلتر؟,0,3
كان تشفو قدنا في الجنوب وحد ولا خياف علي روحا منهم ربي يستر بلادنا منهم يلازم ترحيل بي اومي عيني نشوفو فيهم وحني نخرطو في زيتون يدخل من بنقرادن علي ساقيهم يقطعو في الغابة باش ما يشوفهمش الحاكم اقسم بالله بعيني شوفتهم بصراحة بلادنا في خطر,0,12
ربي يحفظ جميع العراقيين,1,3
كيما شنوا مثلا اني فيبالي الي اكلاتنا التونسية لازم في كل اكلة مغرفة او مغرفتين فلفل احمر و الفلفل الاخضر موجود زادا هي عندك كين الملوخية مافهاش فلفل احمر يمكن,1,12
انصح بعد تجربة بقراءة وسماع الثنائي الرائعاحمد فؤاد نجم والشيخ امام. جسدا حالة ضياع العرب كلهم. لله درك ايها الوطن المنهوب ويطلبون منا الولاء والانتماء.,0,3
باءذن الله جلسة في الجنة مثل هذه مع الاصدقاء والاحباب والنبيين والشهداء وحسن اولئك رفيقا,1,8
السيد وزير خطابك تدخل الدولة في حيط,0,0
فشلتونا يعني كملو معروفكم وحررو الجزيرة صار اندماج فشلة,0,11
متالقة دائما يا قمري ❤️❤️,1,8
ماظن في شخص طبيعي يشوف هالشكل معيار للجمال شعر بلاستيك وجسم غريب وملامح متروسة فيلر بعيد عن ان الكاريزما والحضور صفر .,0,9
اجراء يعزز الشفافية ويقلل الروتين ويدعم الاصلاح الاداري ضمن مسار التحول الرقمي,1,3
ههه تاركين القوانين التي تخص الشعب وايصوتون للقوانين التي تخصهم,0,3
اسال الله ان يقصر عمره,0,2
ع راي ام النمر يامكيودات يامفسلكات اكيد مغيوظه من مرت اخوكي يامكيوده يامبليه ههه باي باي لندن,0,8
مو بالاول ليكون لكلامك قيمة مين عاد شاف فرنسا,0,11
قمر يا فوفا خمسه امواااه بعشقك ملكه الرقص الشرقي,1,1
عاشت الايادي والحناجر,1,3
الله ينصركن ويحميكن لا هيك الرجال لا بلا,1,11
خاصنا بزااف من هاد البنت باش علي الاقل تعطيو نمودج زوين للمراهقات لان النمادج المطروحة فالساحة لا تبشر بالخير,1,7
هاي الطفله شو بتعرف ف الحياه تيزوجوها وهل طفله بتعرف تربي اطفال نساء السودان كنساء مصر و السعودية تهان كرامتهن في السجون و الساحات .,0,10
كله كلام بس علي ارض الواقع ما شفنا فرق كلهم يتسابقون عالغباء,0,9
حبيت ندير مصنع صغير لقطع الغيار هنا في باتنة شربولي لمرار ويقلك الصناعة مريضة في الجزائر.,0,0
هدشي مكتعتبروهش تفاهة وقلة الاداب,0,6
اصبحوا اقذر خلق الله اليمنيين لا حول ولا قوه الا بالله,0,13
المراة الفلسطينية فخر العرب ومسير العرب,1,8
ههه وا سيري يا بنت القحبة را قديمة عندك هادي,0,7
اللهم اغفر لها وارحمها ايقونة ليبية مميزة تاريخ مشرف للدولة الليبية شخصيات محترمة متعلمة من رواد العلم والمعرفة .نفتخر بكم احياء واموتا.,1,6
قرار فاشل وما راح يغير شي علي ارض الواقع,0,9
طلعتو حرامية وخونة يا حيف بس,0,11
الله يسعدكم وينصركم علي عدوكم,1,8
في كل دوله فيها حاكم وقرارات الحاكم يستفيد منها بعض المواطنين والبعض الاخر ماتستفيد اذا الاغلبيه متضررين ف هذا يعني حاكم غير عادل,0,6
ياسوريين انا اشوف دريد لحام خاين وبايع لوطنه واهله,0,11
سامطة رهج,0,12
احتشمي ان كنتي مسلمة هذا كذب علي شرط البوس مقدما,0,2
الله انزال عليك النعلة لموسخة قحبة موسخة,0,10
اوووف ديال نخيض مكرهتش نضرب ليك داك زك,0,10
مشي يالعاهرة يالفقمة ان شاء الله تتمحي من الدنيا كامل انت ودويلة الحثالة مملكة المهرجين واللوطين قالك خامجة تحط راسها براس رجال والثوار النظاف,0,0
الكلام هذا قولوا للحكومة .الظاهر انها رضخت للتوطين تحت ضغوط داخلية وخارجية. يلزم ترحيلهم ولا سيب البحرماناش عساسة متاع اوروبا اللي لازم تساعد في ترحيلهم والا تتحمل المسؤولية. تحركي يا حكومة راهي تهردت.,0,12
برنامجكما اكثر من راءع لكن كتغبرو بزاااف,1,7
ما قدرت اكمل المقطع من زفارة اللهجة لا تحاول تقلد لهجتنا مرة ثانية و تره اغلب البحرينيين ما يتكلم هي اللهجة هي لهجة اهل المحرق فقط و 60% من البحرينيين يتكلمون لهجات ثانية تمام يا ثقيل الدم,0,2
الله برك في عمرك يارب العالمين الله الوطن المليك عش المليك محمد اسدس مولاي رشيد مولاي الحسن وكل افرض الصرة العلاوية الله يحفضكم جميعن ياالله يرحمن,1,7
عز وفخر احسن قرار,1,9
الله يقرفك بهالخدود ولك زي الرغيف العجيب والله مو حلوين حتي لو طبيعي روحي نفسيهم,0,4
حفظ الله ال الكبوس من كل شي وبلا ومكروووه فهم اصبحوا النموذج العالي والراقي والصالح في الادب والاخلاق والكرم والجود والصلاح وخدمه الفقرا والمساكين,1,13
بحال هكا بغاتنا نكونو الدولة,1,7
تعوسي يتكلم مملكة الارهابب و التكفير و تطرف,0,2
متي نفتك من هالدندره . انا اقترح تعليق البورصة لحين ما نشوف تاليتها,0,2
نحن نثق بقيادتنا وشعبنا,1,4
انشاء الله ترجع اللمة والفرحة محفورة في وجوه الناس وتبقي الحرب ذكري ومن التاريخ السوداني,1,10
الله يوفقج انتي خير مثال للشباب الصاعد اتمني لج كل التوفيق حبيبتي,1,2
هذا المعتوه يتحدث بتوجيهات من حكام الامارات عزة بالاثم ينتقد ويهاجم بلد عربي مسلم بعد ان فشل في تقسيمه. نيحن ونيحن ونيحن كلام فاضي. شخبط الكلمة شخبطة شخابيط. والحقران يقطع المصران.,0,10
والله ياكبر الفخر❤️❤️❤️❤️❤️❤,1,9
ياخي علاء انا مبسوط انك رجعت لليتيوب استمر يا وحش والله اني اتابعك و انا عمري 8 سنين و الحين عمري 20 سنه و انشاءلله ترجع مشهداتك و قوتك ❤️ علاء نبي جي فيول وبرايم فالبحرين تكفي ضبطنا,1,2
كل دمشق وساحاتها وحدائقها وشوارعها تسطر اجمل لوحات الرقي والحضارة والمحبة لكل الناس ولو مرت بظروف سيئة قاهرة,1,11
يعني من جانو يكولون الشيعه كفره ماصدك بس هسه صدوك اثبتتلي انكم كفره مكه المكرمه هيج تكول عليه اذن فعلا انتو مو اسلام تعبدون القبور ولاتؤمنون بالله تعالي,0,3
بالنسبة لي لا تمثلني الحكومه السورية ولا تمثل الشعب السوري نطالب بتقسيم سوريا,0,11
تبارك الرحمن جميله ❤️ تكفين لا تتغيرين,1,2
كلي فخر فديت البنات,1,9
عيشة راجل مافيهش انوثة,0,6
وفقكم الله وسدد خطاكم,1,10
طيح الله حظك وحظ رجولتك وين احصل هيج تربية انطيها عيوني ولك وين تلكة هيج مرة بهالوكت,0,3
صح لسانك كلام جميل جدا,1,13
عظم الله اجرك شكرا عميقا السيدة الوزيرة,1,10
كلامك يادكتوره صحيح لكن هنا مابتحقق البلد كلها جبايات وبتعمتد علي العماله الاجنبيه,1,10
يلا الحين افتكينا من لابوبو والحين دور بونش وين السخيفين يلا اشتروا,0,2
نتمنالكم التوفيق والنجاح الدائم انشا الله تعالي وبركاته تحياتي للجميع واسعد الله صباحكم بكل خير ومحبه انشا الله تعالي,1,13
طرح الموضوع بهذه الرقي والوعي يدل علي خبرتچ وحرصچ علي التوعية، بالتوفيق دكتورة ✨,1,3
كلام رائع وصحيح نايع من القلب,1,5
كلام فاضي الاردن شعبا وحكومه قياده واقفه وتدعم غزه بكل الوسائل بس في ناس عندها طولت السان وهجوميه وبتعمل فتن فقط,1,4
بلحة وعصابته كلاب حراسة صهاينة رحمك الله يا محمد مرسي,0,1
الله يا لبنان ربنا يحفظ لبنان و الشعب اللبناني يا رب يفرج همكم و يعم عليكم الخير و الامان بس الفلافل كل شي حلو بلبنان,1,5
ايش بدكم فيهم هذول جمال في الطبيعه خلوهم بحالهم هو فوق جوعهم كمان مطارده,1,4
ماشاءالله الله يديم هالصحبه الحلوه,1,9
هد النوع من الناس لي جميع الصفات فيهم اللحس التملق الانبطاح هدك المثل هو لي مطبق عليكم تبون المغبون,0,0
نحن مع تاييد الحكم القضائي ومع اجهزتنا الامنية ومع جلالة الملك حفظه الله,1,4
اريد الواتساب مالت البرنامج حتي اشتكي عل احمد اجود امر الكندي يتحرش بلجنود مالتو,0,3
الشارفات الخيبوعات كيضامنو بيناتهوم ههه,0,7
مشاء الله انا افدي المصمم ولعمار,1,13
عفوي وحبيته صراحة,1,9
ماعليك زود . وكل عام وانت بخير,1,2
احلي فيديو نستناه من وردة لابسة جيلية متاع ميما، الله يرحمها ، ريحتها فيها ووجهها عليك ملوخية من قلب الحدث، احساس وحنين ووفاء ما يتشراوش. ربي يفضلك ويحفظ ذكرياتك دايما عامرة بالخير.,1,12
الحارس الامين علي الوطن,1,8
مالو هالاهبل بتلوللح,0,4
احسن شي ء ليته كان من اول,1,9
والله سبايك انتم,0,9
صح كلامك العما ماضل حدا ما حكا عليها يحرق ديبون ماعد سكتو,0,11
ياضيعان الصباط ولك تبهدل الصباط بهالصورة,0,5
انتو خليتو فيها شعب مافي زول شغال بيكم الا الارهابيين,0,10
اخوان الچلحه وين راحت شو اختفت,0,3
ياااع ما اتقل دمو,0,4
لكن اغلب الجزائريين يقولو زرودية علي الجزر و المغاربة يقولو خيزو,1,12
الحمد الله,1,12
عنصريين وجدااا عنصرين,0,5
وكده عبير صبري دخله موسوعة الارهاب و الكباب,0,1
اكيد الكلاب ادورو بعضهم ان شاءالله تلقي كلب يتجوزك يا كلبه,0,6
ماكو شضايه تايهه وتحمسك وجهك مصخم,0,3
انتي الشام وتراث الشام واغاني الشام,1,11
⁨يعني انت تطفح ليل ونهار وحاسد ارواح انها تاكل وع باالله الكل يصكه بلوك,0,2
ولله انكم مدفوع لكم يامنبوذين ام السعوديه تاج راسك وراس اكبر راس بدولتك يلكلب,0,9
كس ام. يافتال,0,5
حمدوك عندو قبول عند ثلاث ارباع العالم ديل شذاذ افاك ديل مدفوع ليهم من اسيادك حمدوك راجع وبقوه,1,10
يقطع عمركم شو انكم حيايا شو الك فيها حره ببيتها هي ما بعجبكم الغجب. لو يضو نسوان اخوتكم ايدهم العشره شمع ما بعجبكم . بنات الحمي بغارو من نسوان اخوتهم بحسسوني انو احنا الي جوزناهم وقعدنا مكانهم بعرفوش انو كنا مدللين ببيوت اهلنا,0,8
طباخة العراسات مستشارة,0,7
بس ليش اعضاء الانتقالي مايفعل يده علي المصحف مافيش ني صادقة معهم اذا,0,13
حفظك الله سيد الرئيس,1,12
طبك طوب لطلطه تزوجت الثانيه ديلا خلي تفيدك لعد,1,3
لي خدم لبافي وكيلك ربي ياااو ولي حطك ولي خيرو,0,0
ياعمري علي الحاجة البركة ربي يحفضها ويطول في عمرها ويعطيها صحة علي صحة بهذون مزال الدنيا بخير,1,0
مشالله علي هل جمال,1,8
يعل اجرچ القص,0,2
حسبنا الله ونعم الوكيل علي كل ظالم,0,8
المراة في الاسلام اخذت حقوقها كاملة والحمد لله رب العالمين,1,4
سوالف قديمه تعيدون وتسقلون بهدام واولاده مجرمين,0,3
الجاتنا تختانا من عواليق ضوقونا المره 30 سنه لي خونه باعوا البلد في 5 سنوات لا خير في الكيزان ولا خير فيكم علي الاقل الكيزان قاعدين بعد سجمم دا وواقفين في الحرب دي ما مع شعبم دا مابشفع ليهم لكن بخليهم احسن منكم بمليون مره ياعملاء,0,10
مبردك وتهزهزي وقرف,0,6
انا من تونس اني زاد,1,12
نعم شمس الوطن مو لناس وناس شمس الوطن لكل الناس .,1,11
ها المعقول برافو,1,7
كل التوفيق لكممشروع نوعي,1,4
ياسلام اكيد هاي المفاجاه اللي محضرتها الحكومه للشعب,1,4
والله العدل والعداله في هذا الوطن هي الركيزه الاساسيه وهي العمود الفقري للوطن نتمني عدم المساس بها اذا سقطت العداله سقط الوطن,1,4
اصلن الذي تتكلم ليست يمنيه ولا تمثلنا,0,13
سخيفة وتافهه وفاضية,0,1
المراة كاين مريض علاج المريض العلاج او الضرب و دة مش عنف دة كيفيته التعامل مع جحود المراة لية الرجالة اللي بتضرب ستات بيتاخدوة في السجن دون معرفة المبرر ممكن يكون بيدافع عن نفسة هو طب دلوقتي انت واحده جايبة اهلك علشان بعتدوة علية في البيت مثلا مانا لازم اضرب و ادافع عن نفسي دي حاجة لية الراجل بيتسجن علشان يدفع نفقة و قايمة للست افرض الظروف المادية صعبة انا اية الحل الراجل يتسجن و تطلع تكرة ولادة فيه هي دي الحياة لازم قانون فعلي للرجل انة ياخد حقة من غير الخوف المراة لما يتموت الرجل هو اللي بيدفنها مش مراة زيها اصحوة بقا,0,1
انت بخیر ماذا تفعل ما اخبارکء اشقت للکء ایه حبی انا❤️❤️❤️❤️❤️,1,3
انتو مستنين ايه من ولية جاهلة مستنين اية من راقصة تدعي زورا و بهتانا بالفنانة,0,1
الوطنجيه يعززون لها مايعرفون ماضيها,0,9
فوق التحول والتشبه عري,0,8
علاه كاين شي وزير بحال اليوسفي للي تقدر تحاور معاه,1,7
بجد مش عارفة اخر الكلام العبيط ده ايه وازاي تتساب كده,0,1
صباحك اسعد الرياح مليحة جيب الهواء نقي لاكن باعتدال انشالله❤,1,0
تو هذا وقتو ؟ تفيه عليك و علي كيفك حسبي الله ونعم الوكيل,0,2
فديت اللكنة فديت الجمال شكد احبج ❤️,1,3
احسن خبر الله يعز سعوديتنا,1,9
فرحت منين شفت نساء من مختلف الاعمار عندهوم رغبة كبيرة فالتعلم واخا ابسط الامكانيات ماعندهومش و رغم ذلك متشبتين بالرغبة ديالهوم، هاذي هي المراة المغربية الحرة، ما شاء الله عليكوم، نتمنا شي محسن يقدم يد المساعدة لهاذ النساء المتابرات.,1,7
الله يخزيك في منظرك,0,8
المراة بين الخدمة والدار و تربية الاطفال تعب تضحية صبر ربي يجازيها و ربي يقدرها و يعوضها في وليداتها خير التربية ان شاء الله الله غالب الوقت صعيب الرجل تاني راه يا حليل حقيقة ربي يقدر جميع المؤمنين يااارر ب العالمين,1,0
رجال لا يهابون الموت سبحان الله العظيم علي هدا الشعب الشجاع الصبور,1,8
هم بيدبحوا الانسان علي مهل هتفرق معاهم ايه .,0,1
احنا حقيقي بنشكر كل فرد في الحكومه المصرية علي المظهر الجميل اللي شرف بلدنا في كل انحاء العالم بكل فخر صنع في مصر,1,1
بنات عبير متع الطنوير بنات بونقيبة sos نطف صبايحية فغانسا,0,12
المراه السعوديه الاولي في الستر والحشمه,1,9
ما يبشر بخير ابد,0,3
فساد المزرعه السعيده ينخر شله حسبله دون قانون يحاسب، بلد فعطه، وشكله التوجه للسقوط، والشعي يدفع ضريبه الحراميه,0,4
وهزمت الجنيه بالضربه القاضيه خليتو ميسواش مليم ودي اهم الانجازات,0,1
نبغي نظاره سبوكي وفرها مره ثانيه,1,2
ربي يستر بلادنا تونس الغالية,1,12
يع تقل ركبه حاشي,0,9
ما فيش اقوي من العسل في الدنيا الا انت والست الوالدة تتتممم سالمييين,1,1
خروف حاج بتصيح.,0,11
و عندما نقول لكم الزريبة و ان الزمن توقف بكم سنة 1962 تزعفون,0,0
ماشاء الله عنك ربنا يهديك للحجاب والستر يارب والله يعطيكي العافية عالوصفات الاكثر من رائعة .,1,4
انت مغرد فاشل,0,9
العز لولاد بلادي،اليد في اليد ديمااا مغرب,1,7
في نوع تالت اسمه مؤثر . وهاد الشخص يلي مو بس بيقدم محتوي . هاد الشخص بيترك اثر ونفع للناس مهما كان عدد متابعينه . ومشكلتي للاسف قلة دعم هي الفئة . وضروري صناع المحتوي تتكاتف لتكبر هي الفئة ونقدم بدائل للناس يلي عم تتابع المحتوي التافه .,1,11
يا صالح ماذا بينك و بين الله والله ليبكي عليك امة كاملة ولا نستطيع نسيانك وضعت بصمتك في قلوبنا و سبحان الله نبكي كل يوم علي فراقك نلقاك في الجنة,1,8
اوسخ مافي الارض، لاموقف، ولاشخصيه ولامنطق. (من اين تخرج علينا هذه القاذورات ),0,8
لامصحف ولا شي لن نصدق لا احد قد حلف هذاك المطوع البحربي حلف حلف يالطيف وطلع عميل لحيه مزيفه,0,13
عقبال الحريه الكامله لنسائنا كلنا ثقه بقائد التغيير,1,9
مع انه طبيعي في بلادنا ليبيا مافيش اختلاط في الافراح بس لما شفت الفيديو استشعرت النعمة هذه وانه بنات العرب المسلمات عزيزات شريفات مش رخص الي يجي يشوف ويتفرج اللهم ديم النعمة,1,6
ليش كل تفاعل ضروري تحطوه في سياق جنسي؟ فوت امه قريبك هضا لانه حتكبروا ومش حتنسوا الممارسة ويعقد منظركم شين في كل مناسبة هضا اصلا كان مفش حد منكم شهدر بالتاني ليبيين ونعرفوا بعضنا,1,6
حتي اهل البيت مغلبهم مثل بهم فيه اللي وضعوا الرمح وهو ساجد اخلاق قذره من حقراء لا شرف لهم مثلك بزبط,0,6
اذا بصير حرب بالدنيا بتقولو البنات السبب والمشكلة يلي زي اشكالك هي يلي بتكون تلحق ورا البنات انقلع خراي عليك وعالبوست تاعك شو ساذج وتافه,0,4
هاي المديره لازم يعطوها جائزه المديره البطله,1,4
